Nomor,Tanggal,Location Indicator,Nama UPT,Nama Bandara,Jam Operasional (jam),Jumlah Data Masuk,Ketersediaan Data (%),Catatan
3235,2025-07-20,WIKK,Depati Amir,Depati Amir,24,0,0.0,❌ Tidak ada data
3236,2025-07-20,WIKT,H.AS. Hanandjoeddin,H.AS. Hanandjoeddin,24,0,0.0,❌ Tidak ada data
3237,2025-07-20,WILL,Radin Inten II,Radin Inten II,24,0,0.0,❌ Tidak ada data
3238,2025-07-20,WILP,Radin Inten II,Muhammad Taufiq Kiemas,24,0,0.0,❌ Tidak ada data
3239,2025-07-20,WIMA,Malikussaleh,Malikussaleh,24,0,0.0,❌ Tidak ada data
3240,2025-07-20,WIMB,Binaka,Binaka,24,0,0.0,❌ Tidak ada data
3241,2025-07-20,WIME,Aek Godang,Aek Godang,24,0,0.0,❌ Tidak ada data
3242,2025-07-20,WIMF,Kualanamu,Jenderal Besar Abdul Haris Nasution,24,0,0.0,❌ Tidak ada data
3243,2025-07-20,WIML,Sultan Iskandar Muda,Lasikin,24,0,0.0,❌ Tidak ada data
3244,2025-07-20,WIMM,Kualanamu,Kualanamu Internasional,24,0,0.0,❌ Tidak ada data
3245,2025-07-20,WIMN,Silangit,Raja Sisingamangaraja XII,24,0,0.0,❌ Tidak ada data
3246,2025-07-20,WIMP,Silangit,Sibisa,24,0,0.0,❌ Tidak ada data
3247,2025-07-20,WIMS,FL Tobing,DR Ferdinand Lumban Tobing,24,0,0.0,❌ Tidak ada data
3248,2025-07-20,WIMU,Sultan Iskandar Muda,Alas Leuser,24,0,0.0,❌ Tidak ada data
3249,2025-07-20,WIOD,Singkawang,Singkawang,24,0,0.0,❌ Tidak ada data
3250,2025-07-20,WIOG,Nangapinoh,Nangapinoh,24,0,0.0,❌ Tidak ada data
3251,2025-07-20,WIOK,Rahadi Oesman,Rahadi Oesman,24,0,0.0,❌ Tidak ada data
3252,2025-07-20,WIOO,Supadio,Supadio,24,0,0.0,❌ Tidak ada data
3253,2025-07-20,WIOP,Pangsuma,Pangsuma,24,0,0.0,❌ Tidak ada data
3254,2025-07-20,WIOS,Tebelian,Tebelian,24,0,0.0,❌ Tidak ada data
3255,2025-07-20,WIPB,Sultan Mahmud Badaruddin II,Silampari,24,0,0.0,❌ Tidak ada data
3256,2025-07-20,WIPO,Radin Inten II,Gatot Soebroto,24,0,0.0,❌ Tidak ada data
3257,2025-07-20,WIPP,Sultan Mahmud Badaruddin II,Sultan Mahmud Badaruddin II,24,0,0.0,❌ Tidak ada data
3258,2025-07-20,WIPY,Sultan Mahmud Badaruddin II,Atung Bungsu,24,0,0.0,❌ Tidak ada data
3259,2025-07-20,WIRR,Budiarto,Budiarto,24,0,0.0,❌ Tidak ada data
3260,2025-07-20,WITC,Cut Nyak Dhien Nagan Raya,Cut Nyak Dhien Nagan Raya,24,0,0.0,❌ Tidak ada data
3261,2025-07-20,WITK,Sultan Iskandar Muda,Rembele,24,0,0.0,❌ Tidak ada data
3262,2025-07-20,WITN,Maimun Saleh,Maimun Saleh,24,0,0.0,❌ Tidak ada data
3263,2025-07-20,WITO,Sultan Iskandar Muda,Kuala Batu,24,0,0.0,❌ Tidak ada data
3264,2025-07-20,WITT,Sultan Iskandar Muda,Sultan Iskandar Muda,24,0,0.0,❌ Tidak ada data
3265,2025-07-25,WAAA,Sultan Hasanuddin,Sultan Hasanuddin,24,0,0.0,❌ Tidak ada data
3266,2025-07-25,WABA,Nabire,Waghete,24,0,0.0,❌ Tidak ada data
3267,2025-07-25,WABB,Frans Kaisiepo,Frans Kaisiepo,24,0,0.0,❌ Tidak ada data
3268,2025-07-25,WABF,Frans Kaisiepo,Numfoor,24,0,0.0,❌ Tidak ada data
3269,2025-07-25,WABG,Sentani,Kasonaweja,24,0,0.0,❌ Tidak ada data
3270,2025-07-25,WABI,Nabire,Douw Aturure,24,0,0.0,❌ Tidak ada data
3271,2025-07-25,WABO,Sudjarwo Tjondronegoro,Stevanus Rumbewas,24,0,0.0,❌ Tidak ada data
3272,2025-07-25,WADB,Sultan Muhammad Salahuddin,Sultan Muhammad Salahuddin,24,0,0.0,❌ Tidak ada data
3273,2025-07-25,WADD,I Gusti Ngurah Rai,I Gusti Ngurah Rai,24,0,0.0,❌ Tidak ada data
3274,2025-07-25,WADL,Zainuddin Abdul Madjid,Zainuddin Abdul Madjid,24,0,0.0,❌ Tidak ada data
3275,2025-07-25,WADS,Sultan Muhammad Kaharuddin,Sultan Muhammad Kaharuddin,24,0,0.0,❌ Tidak ada data
3276,2025-07-25,WADY,Banyuwangi,Banyuwangi,24,0,0.0,❌ Tidak ada data
3277,2025-07-25,WAEE,Sultan Babullah,Sultan Babullah,24,0,0.0,❌ Tidak ada data
3278,2025-07-25,WAEG,Gamar Malamo,Gamar Malamo,24,0,0.0,❌ Tidak ada data
3279,2025-07-25,WAEJ,Sultan Babullah,Gebe,24,0,0.0,❌ Tidak ada data
3280,2025-07-25,WAEK,Sultan Babullah,Kuabang,24,0,0.0,❌ Tidak ada data
3281,2025-07-25,WAEL,Oesman Sadik,Oesman Sadik,24,0,0.0,❌ Tidak ada data
3282,2025-07-25,WAEM,Sultan Babullah,Buli,24,0,0.0,❌ Tidak ada data
3283,2025-07-25,WAES,Emalamo,Emalamo,24,0,0.0,❌ Tidak ada data
3284,2025-07-25,WAEW,Lanud Leo Wattimena,Pitu,24,0,0.0,❌ Tidak ada data
3285,2025-07-25,WAFB,Toraja,Toraja,24,0,0.0,❌ Tidak ada data
3286,2025-07-25,WAFD,Andi Jemma,Lagaligo,24,0,0.0,❌ Tidak ada data
3287,2025-07-25,WAFF,Mutiara Sis-Al Jufri,Mutiara Sis-Al Jufri,24,0,0.0,❌ Tidak ada data
3288,2025-07-25,WAFJ,Tampa Padang,Tampa Padang,24,0,0.0,❌ Tidak ada data
3289,2025-07-25,WAFK,Andi Jemma,Rampi,24,0,0.0,❌ Tidak ada data
3290,2025-07-25,WAFL,Sultan Bantilan,Sultan Bantilan,24,0,0.0,❌ Tidak ada data
3291,2025-07-25,WAFM,Andi Jemma,Andi Jemma,24,0,0.0,❌ Tidak ada data
3292,2025-07-25,WAFN,Andi Jemma,Seko,24,0,0.0,❌ Tidak ada data
3293,2025-07-25,WAFO,Mutiara Sis-Al Jufri,Morowali,24,0,0.0,❌ Tidak ada data
3294,2025-07-25,WAFP,Kasiguncu,Kasiguncu,24,0,0.0,❌ Tidak ada data
3295,2025-07-25,WAFU,Syukuran Aminuddin Amir,Tanjung Api,24,0,0.0,❌ Tidak ada data
3296,2025-07-25,WAFW,Syukuran Aminuddin Amir,Syukuran Aminuddin Amir,24,1,2.08,⚠️ Kurang dari 50%
3297,2025-07-25,WAFY,Mutiara Sis-Al Jufri,Pogogul,24,0,0.0,❌ Tidak ada data
3298,2025-07-25,WAFZ,Djalaluddin,Panua Pohuwato,24,0,0.0,❌ Tidak ada data
3299,2025-07-25,WAGA,Tjilik Riwut,Kuala Kurun,24,0,0.0,❌ Tidak ada data
3300,2025-07-25,WAGB,Beringin,Hajji Muhammad Sidik,24,0,0.0,❌ Tidak ada data
3301,2025-07-25,WAGF,H. Asan,Kuala Pembuang,24,0,0.0,❌ Tidak ada data
3302,2025-07-25,WAGG,Tjilik Riwut,Tjilik Riwut,24,0,0.0,❌ Tidak ada data
3303,2025-07-25,WAGI,Iskandar,Iskandar,24,0,0.0,❌ Tidak ada data
3304,2025-07-25,WAGM,Sanggu,Sanggu,24,0,0.0,❌ Tidak ada data
3305,2025-07-25,WAGP,Beringin,Purukcahu,24,0,0.0,❌ Tidak ada data
3306,2025-07-25,WAGS,H. Asan,H. Asan,24,0,0.0,❌ Tidak ada data
3307,2025-07-25,WAHH,Lanud Adisutjipto,Adisutjipto,24,0,0.0,❌ Tidak ada data
3308,2025-07-25,WAHI,Yogyakarta,Yogyakarta,24,0,0.0,❌ Tidak ada data
3309,2025-07-25,WAHL,Tunggul Wulung,Tunggul Wulung,24,0,0.0,❌ Tidak ada data
3310,2025-07-25,WAHQ,Lanud Adi Soemarmo,Adi Soemarmo,24,0,0.0,❌ Tidak ada data
3311,2025-07-25,WAHS,Ahmad Yani,Jenderal Ahmad Yani,24,0,0.0,❌ Tidak ada data
3312,2025-07-25,WAHU,Ahmad Yani,Dewadaru,24,0,0.0,❌ Tidak ada data
3313,2025-07-25,WAJI,Torea,Mararena,24,0,0.0,❌ Tidak ada data
3314,2025-07-25,WAJJ,Sentani,Sentani,24,0,0.0,❌ Tidak ada data
3315,2025-07-25,WAJO,Wamena,Oksibil,24,0,0.0,❌ Tidak ada data
3316,2025-07-25,WAJS,Sentani,Senggeh,24,0,0.0,❌ Tidak ada data
3317,2025-07-25,WAKG,Mozez Kilangin,Ewer,24,0,0.0,❌ Tidak ada data
3318,2025-07-25,WAKJ,Mopah,Kimaam,24,0,0.0,❌ Tidak ada data
3319,2025-07-25,WAKK,Mopah,Mopah,24,0,0.0,❌ Tidak ada data
3320,2025-07-25,WAKO,Mopah,Okaba,24,0,0.0,❌ Tidak ada data
3321,2025-07-25,WAKP,Mopah,Kepi,24,0,0.0,❌ Tidak ada data
3322,2025-07-25,WAKT,Tanah Merah,Tanah Merah,24,0,0.0,❌ Tidak ada data
3323,2025-07-25,WALE,Sultan Aji Muhammad Sulaiman Sepinggan,Melak,24,0,0.0,❌ Tidak ada data
3324,2025-07-25,WALL,Sultan Aji Muhammad Sulaiman Sepinggan,Sultan Aji Muhammad Sulaiman,24,0,0.0,❌ Tidak ada data
3325,2025-07-25,WALS,Ajipangeran Tumenggung Pranoto,Ajipangeran Tumenggung Pranoto,24,0,0.0,❌ Tidak ada data
3326,2025-07-25,WAMG,Djalaluddin,Djalaluddin,24,0,0.0,❌ Tidak ada data
3327,2025-07-25,WAMH,Naha,Naha,24,0,0.0,❌ Tidak ada data
3328,2025-07-25,WAMI,Sam Ratulangi,Bolaang Mongondow,24,0,0.0,❌ Tidak ada data
3329,2025-07-25,WAMM,Sam Ratulangi,Sam Ratulangi,24,0,0.0,❌ Tidak ada data
3330,2025-07-25,WAMN,Sam Ratulangi,Melonguane,24,0,0.0,❌ Tidak ada data
3331,2025-07-25,WAMS,Sam Ratulangi,Miangas,24,0,0.0,❌ Tidak ada data
3332,2025-07-25,WAOC,Gusti Syamsir Alam,Bersujud,24,0,0.0,❌ Tidak ada data
3333,2025-07-25,WAOK,Gusti Syamsir Alam,Gusti Syamsir Alam,24,0,0.0,❌ Tidak ada data
3334,2025-07-25,WAON,Syamsudin Noor,Tanjung Warukin,24,0,0.0,❌ Tidak ada data
3335,2025-07-25,WAOO,Syamsudin Noor,Syamsudin Noor,24,0,0.0,❌ Tidak ada data
3336,2025-07-25,WAPA,Amahai,Amahai,24,0,0.0,❌ Tidak ada data
3337,2025-07-25,WAPC,Bandaneira,Bandaneira,24,0,0.0,❌ Tidak ada data
3338,2025-07-25,WAPD,Pattimura,Dobo,24,0,0.0,❌ Tidak ada data
3339,2025-07-25,WAPF,Karel Sadsuitubun,Karel Sadsuitubun,24,0,0.0,❌ Tidak ada data
3340,2025-07-25,WAPG,Pattimura,Namrole,24,0,0.0,❌ Tidak ada data
3341,2025-07-25,WAPM,Pattimura,Jos Orno Imsula,24,0,0.0,❌ Tidak ada data
3342,2025-07-25,WAPN,Namlea,Namniwel,24,0,0.0,❌ Tidak ada data
3343,2025-07-25,WAPO,Pattimura,Larat,24,0,0.0,❌ Tidak ada data
3344,2025-07-25,WAPP,Pattimura,Pattimura,24,0,0.0,❌ Tidak ada data
3345,2025-07-25,WAPS,Mathilda Batlayeri,Mathilda Batlayeri,24,0,0.0,❌ Tidak ada data
3346,2025-07-25,WAPU,Kuffar,Kuffar,24,0,0.0,❌ Tidak ada data
3347,2025-07-25,WAPV,Amahai,Wahai,24,0,0.0,❌ Tidak ada data
3348,2025-07-25,WAQA,Nunukan,Nunukan,24,0,0.0,❌ Tidak ada data
3349,2025-07-25,WAQC,Kalimarau,Maratua,24,0,0.0,❌ Tidak ada data
3350,2025-07-25,WAQD,Tanjung Harapan,Tanjung Harapan,24,0,0.0,❌ Tidak ada data
3351,2025-07-25,WAQJ,Yuvai Semaring,Yuvai Semaring,24,0,0.0,❌ Tidak ada data
3352,2025-07-25,WAQL,Tanjung Harapan,Long Apung,24,0,0.0,❌ Tidak ada data
3353,2025-07-25,WAQM,Tanjung Harapan,Kol. Robert Atty Bessing,24,0,0.0,❌ Tidak ada data
3354,2025-07-25,WAQQ,Juwata,Juwata,24,0,0.0,❌ Tidak ada data
3355,2025-07-25,WAQT,Kalimarau,Kalimarau,24,0,0.0,❌ Tidak ada data
3356,2025-07-25,WARA,Lanud Abdulrachman Saleh,Abdulrachman Saleh,24,0,0.0,❌ Tidak ada data
3357,2025-07-25,WARC,Ahmad Yani,Ngloram,24,0,0.0,❌ Tidak ada data
3358,2025-07-25,WARD,Dhoho,Dhoho,24,0,0.0,❌ Tidak ada data
3359,2025-07-25,WARE,Banyuwangi,Noto Hadinegoro,24,0,0.0,❌ Tidak ada data
3360,2025-07-25,WARR,Juanda,Juanda,24,0,0.0,❌ Tidak ada data
3361,2025-07-25,WART,Trunojoyo,Trunojoyo,24,0,0.0,❌ Tidak ada data
3362,2025-07-25,WARW,Sangkapura,Harun Thohir,24,0,0.0,❌ Tidak ada data
3363,2025-07-25,WASA,Domine Eduard Osok,Ayawasi,24,0,0.0,❌ Tidak ada data
3364,2025-07-25,WASF,Torea,Siboru,24,0,0.0,❌ Tidak ada data
3365,2025-07-25,WASI,Domine Eduard Osok,Inanwatan,24,0,0.0,❌ Tidak ada data
3366,2025-07-25,WASK,Utarom,Utarom,24,0,0.0,❌ Tidak ada data
3367,2025-07-25,WASN,Domine Eduard Osok,Marinda,24,0,0.0,❌ Tidak ada data
3368,2025-07-25,WASO,Rendani,Babo,24,0,0.0,❌ Tidak ada data
3369,2025-07-25,WASS,Domine Eduard Osok,Domine Eduard Osok,24,0,0.0,❌ Tidak ada data
3370,2025-07-25,WAST,Domine Eduard Osok,Teminabuan,24,0,0.0,❌ Tidak ada data
3371,2025-07-25,WASU,Domine Eduard Osok,Kambuaya,24,0,0.0,❌ Tidak ada data
3372,2025-07-25,WATA,Eltari,A. A. Bere Tallo,24,0,0.0,❌ Tidak ada data
3373,2025-07-25,WATB,Frans Sales Lega,Soa,24,0,0.0,❌ Tidak ada data
3374,2025-07-25,WATC,Fransiskus Xaverius Seda,Fransiskus Xaverius Seda,24,0,0.0,❌ Tidak ada data
3375,2025-07-25,WATE,Fransiskus Xaverius Seda,H. Hasan Aroeboesman,24,0,0.0,❌ Tidak ada data
3376,2025-07-25,WATG,Frans Sales Lega,Frans Sales Lega,24,0,0.0,❌ Tidak ada data
3377,2025-07-25,WATK,Umbu Mehang Kunda,Lede Kalumbang,24,0,0.0,❌ Tidak ada data
3378,2025-07-25,WATL,Gewayantana,Gewayantana,24,0,0.0,❌ Tidak ada data
3379,2025-07-25,WATM,Mali,Mali,24,0,0.0,❌ Tidak ada data
3380,2025-07-25,WATO,Komodo,Komodo,24,0,0.0,❌ Tidak ada data
3381,2025-07-25,WATQ,Pattimura,John Becker,24,0,0.0,❌ Tidak ada data
3382,2025-07-25,WATR,David Constantijn Saudale,David Constantijn Saudale,24,0,0.0,❌ Tidak ada data
3383,2025-07-25,WATS,Tardamu,Tardamu,24,0,0.0,❌ Tidak ada data
3384,2025-07-25,WATT,Eltari,El Tari,24,0,0.0,❌ Tidak ada data
3385,2025-07-25,WATU,Umbu Mehang Kunda,Umbu Mehang Kunda,24,0,0.0,❌ Tidak ada data
3386,2025-07-25,WATW,Eltari,Wunopito,24,0,0.0,❌ Tidak ada data
3387,2025-07-25,WAUB,Rendani,Bintuni,24,0,0.0,❌ Tidak ada data
3388,2025-07-25,WAUU,Rendani,Rendani,24,0,0.0,❌ Tidak ada data
3389,2025-07-25,WAUW,Rendani,Wasior,24,0,0.0,❌ Tidak ada data
3390,2025-07-25,WAVD,Wamena,Nop Goliat Dekai,24,0,0.0,❌ Tidak ada data
3391,2025-07-25,WAVV,Wamena,Wamena,24,0,0.0,❌ Tidak ada data
3392,2025-07-25,WAWB,Beto Ambari,Betoambari,24,0,0.0,❌ Tidak ada data
3393,2025-07-25,WAWD,Beto Ambari,Matahora,24,0,0.0,❌ Tidak ada data
3394,2025-07-25,WAWH,Sultan Hasanuddin,H. Aroeppala,24,0,0.0,❌ Tidak ada data
3395,2025-07-25,WAWN,Sultan Hasanuddin,Arung Palakka,24,0,0.0,❌ Tidak ada data
3396,2025-07-25,WAWP,Sangia Ni Bandera,Sangia Nibandera,24,0,0.0,❌ Tidak ada data
3397,2025-07-25,WAWR,Beto Ambari,Sugimanuru,24,0,0.0,❌ Tidak ada data
3398,2025-07-25,WAWW,Lanud Haluoleo,Haluoleo,24,0,0.0,❌ Tidak ada data
3399,2025-07-25,WAYE,Enarotali,Enarotali,24,0,0.0,❌ Tidak ada data
3400,2025-07-25,WAYL,Mozez Kilangin,Ilaga,24,0,0.0,❌ Tidak ada data
3401,2025-07-25,WAYY,Mozez Kilangin,Mozez Kilangin,24,0,0.0,❌ Tidak ada data
3402,2025-07-25,WIBB,Sultan Syarif Kasim II,Sultan Syarif Kasim II,24,0,0.0,❌ Tidak ada data
3403,2025-07-25,WIBD,Sultan Syarif Kasim II,Pinang Kampai,24,0,0.0,❌ Tidak ada data
3404,2025-07-25,WIBG,Sultan Syarif Kasim II,Tuanku Tambusai,24,0,0.0,❌ Tidak ada data
3405,2025-07-25,WIBJ,Japura,Japura,24,0,0.0,❌ Tidak ada data
3406,2025-07-25,WICA,Kertajati,Kertajati,24,0,0.0,❌ Tidak ada data
3407,2025-07-25,WICC,Lanud Husein Sastranegara,Husein Sastranegara,24,0,0.0,❌ Tidak ada data
3408,2025-07-25,WICD,Kertajati,Cakrabhuwana,24,0,0.0,❌ Tidak ada data
3409,2025-07-25,WICN,Tunggul Wulung,Nusawiru,24,0,0.0,❌ Tidak ada data
3410,2025-07-25,WIDD,Hang Nadim,Hang Nadim,24,0,0.0,❌ Tidak ada data
3411,2025-07-25,WIDL,Tarempa,Letung,24,0,0.0,❌ Tidak ada data
3412,2025-07-25,WIDM,Tarempa,Matak,24,0,0.0,❌ Tidak ada data
3413,2025-07-25,WIDN,Raja Hajji Fisabilillah,Raja Hajji Fisabilillah,24,0,0.0,❌ Tidak ada data
3414,2025-07-25,WIDO,Lanud Raden Sadjad,Ranai,24,0,0.0,❌ Tidak ada data
3415,2025-07-25,WIDS,Dabo,Dabo,24,0,0.0,❌ Tidak ada data
3416,2025-07-25,WIDT,Raja Hajji Abdullah,Raja Hajji Abdullah,24,0,0.0,❌ Tidak ada data
3417,2025-07-25,WIEB,Minangkabau,Mentawai,24,0,0.0,❌ Tidak ada data
3418,2025-07-25,WIEE,Minangkabau,Minangkabau,24,0,0.0,❌ Tidak ada data
3419,2025-07-25,WIGE,Fatmawati Soekarno,Enggano,24,0,0.0,❌ Tidak ada data
3420,2025-07-25,WIGG,Fatmawati Soekarno,Fatmawati Soekarno,24,0,0.0,❌ Tidak ada data
3421,2025-07-25,WIGM,Fatmawati Soekarno,Mukomuko,24,0,0.0,❌ Tidak ada data
3422,2025-07-25,WIHH,Lanud Halim Perdanakusuma,Halim Perdana Kusuma,24,0,0.0,❌ Tidak ada data
3423,2025-07-25,WIII,Soekarno Hatta,Soekarno Hatta,24,0,0.0,❌ Tidak ada data
3424,2025-07-25,WIJB,Sultan Thaha,Muara Bungo,24,0,0.0,❌ Tidak ada data
3425,2025-07-25,WIJI,Depati Parbo,Depati Parbo,24,0,0.0,❌ Tidak ada data
3426,2025-07-25,WIJJ,Sultan Thaha,Sultan Thaha,24,0,0.0,❌ Tidak ada data
3427,2025-07-25,WIKK,Depati Amir,Depati Amir,24,0,0.0,❌ Tidak ada data
3428,2025-07-25,WIKT,H.AS. Hanandjoeddin,H.AS. Hanandjoeddin,24,0,0.0,❌ Tidak ada data
3429,2025-07-25,WILL,Radin Inten II,Radin Inten II,24,0,0.0,❌ Tidak ada data
3430,2025-07-25,WILP,Radin Inten II,Muhammad Taufiq Kiemas,24,0,0.0,❌ Tidak ada data
3431,2025-07-25,WIMA,Malikussaleh,Malikussaleh,24,0,0.0,❌ Tidak ada data
3432,2025-07-25,WIMB,Binaka,Binaka,24,0,0.0,❌ Tidak ada data
3433,2025-07-25,WIME,Aek Godang,Aek Godang,24,0,0.0,❌ Tidak ada data
3434,2025-07-25,WIMF,Kualanamu,Jenderal Besar Abdul Haris Nasution,24,0,0.0,❌ Tidak ada data
3435,2025-07-25,WIML,Sultan Iskandar Muda,Lasikin,24,0,0.0,❌ Tidak ada data
3436,2025-07-25,WIMM,Kualanamu,Kualanamu Internasional,24,0,0.0,❌ Tidak ada data
3437,2025-07-25,WIMN,Silangit,Raja Sisingamangaraja XII,24,0,0.0,❌ Tidak ada data
3438,2025-07-25,WIMP,Silangit,Sibisa,24,0,0.0,❌ Tidak ada data
3439,2025-07-25,WIMS,FL Tobing,DR Ferdinand Lumban Tobing,24,0,0.0,❌ Tidak ada data
3440,2025-07-25,WIMU,Sultan Iskandar Muda,Alas Leuser,24,0,0.0,❌ Tidak ada data
3441,2025-07-25,WIOD,Singkawang,Singkawang,24,0,0.0,❌ Tidak ada data
3442,2025-07-25,WIOG,Nangapinoh,Nangapinoh,24,0,0.0,❌ Tidak ada data
3443,2025-07-25,WIOK,Rahadi Oesman,Rahadi Oesman,24,0,0.0,❌ Tidak ada data
3444,2025-07-25,WIOO,Supadio,Supadio,24,0,0.0,❌ Tidak ada data
3445,2025-07-25,WIOP,Pangsuma,Pangsuma,24,0,0.0,❌ Tidak ada data
3446,2025-07-25,WIOS,Tebelian,Tebelian,24,0,0.0,❌ Tidak ada data
3447,2025-07-25,WIPB,Sultan Mahmud Badaruddin II,Silampari,24,0,0.0,❌ Tidak ada data
3448,2025-07-25,WIPO,Radin Inten II,Gatot Soebroto,24,0,0.0,❌ Tidak ada data
3449,2025-07-25,WIPP,Sultan Mahmud Badaruddin II,Sultan Mahmud Badaruddin II,24,0,0.0,❌ Tidak ada data
3450,2025-07-25,WIPY,Sultan Mahmud Badaruddin II,Atung Bungsu,24,0,0.0,❌ Tidak ada data
3451,2025-07-25,WIRR,Budiarto,Budiarto,24,0,0.0,❌ Tidak ada data
3452,2025-07-25,WITC,Cut Nyak Dhien Nagan Raya,Cut Nyak Dhien Nagan Raya,24,0,0.0,❌ Tidak ada data
3453,2025-07-25,WITK,Sultan Iskandar Muda,Rembele,24,0,0.0,❌ Tidak ada data
3454,2025-07-25,WITN,Maimun Saleh,Maimun Saleh,24,0,0.0,❌ Tidak ada data
3455,2025-07-25,WITO,Sultan Iskandar Muda,Kuala Batu,24,0,0.0,❌ Tidak ada data
3456,2025-07-25,WITT,Sultan Iskandar Muda,Sultan Iskandar Muda,24,0,0.0,❌ Tidak ada data
3457,2025-07-28,WAAA,Sultan Hasanuddin,Sultan Hasanuddin,24,0,0.0,❌ Tidak ada data
3458,2025-07-28,WABA,Nabire,Waghete,24,0,0.0,❌ Tidak ada data
3459,2025-07-28,WABB,Frans Kaisiepo,Frans Kaisiepo,24,0,0.0,❌ Tidak ada data
3460,2025-07-28,WABF,Frans Kaisiepo,Numfoor,24,0,0.0,❌ Tidak ada data
3461,2025-07-28,WABG,Sentani,Kasonaweja,24,0,0.0,❌ Tidak ada data
3462,2025-07-28,WABI,Nabire,Douw Aturure,24,0,0.0,❌ Tidak ada data
3463,2025-07-28,WABO,Sudjarwo Tjondronegoro,Stevanus Rumbewas,24,0,0.0,❌ Tidak ada data
3464,2025-07-28,WADB,Sultan Muhammad Salahuddin,Sultan Muhammad Salahuddin,24,0,0.0,❌ Tidak ada data
3465,2025-07-28,WADD,I Gusti Ngurah Rai,I Gusti Ngurah Rai,24,0,0.0,❌ Tidak ada data
3466,2025-07-28,WADL,Zainuddin Abdul Madjid,Zainuddin Abdul Madjid,24,0,0.0,❌ Tidak ada data
3467,2025-07-28,WADS,Sultan Muhammad Kaharuddin,Sultan Muhammad Kaharuddin,24,0,0.0,❌ Tidak ada data
3468,2025-07-28,WADY,Banyuwangi,Banyuwangi,24,0,0.0,❌ Tidak ada data
3469,2025-07-28,WAEE,Sultan Babullah,Sultan Babullah,24,0,0.0,❌ Tidak ada data
3470,2025-07-28,WAEG,Gamar Malamo,Gamar Malamo,24,0,0.0,❌ Tidak ada data
3471,2025-07-28,WAEJ,Sultan Babullah,Gebe,24,0,0.0,❌ Tidak ada data
3472,2025-07-28,WAEK,Sultan Babullah,Kuabang,24,0,0.0,❌ Tidak ada data
3473,2025-07-28,WAEL,Oesman Sadik,Oesman Sadik,24,0,0.0,❌ Tidak ada data
3474,2025-07-28,WAEM,Sultan Babullah,Buli,24,0,0.0,❌ Tidak ada data
3475,2025-07-28,WAES,Emalamo,Emalamo,24,0,0.0,❌ Tidak ada data
3476,2025-07-28,WAEW,Lanud Leo Wattimena,Pitu,24,0,0.0,❌ Tidak ada data
3477,2025-07-28,WAFB,Toraja,Toraja,24,0,0.0,❌ Tidak ada data
3478,2025-07-28,WAFD,Andi Jemma,Lagaligo,24,0,0.0,❌ Tidak ada data
3479,2025-07-28,WAFF,Mutiara Sis-Al Jufri,Mutiara Sis-Al Jufri,24,0,0.0,❌ Tidak ada data
3480,2025-07-28,WAFJ,Tampa Padang,Tampa Padang,24,0,0.0,❌ Tidak ada data
3481,2025-07-28,WAFK,Andi Jemma,Rampi,24,0,0.0,❌ Tidak ada data
3482,2025-07-28,WAFL,Sultan Bantilan,Sultan Bantilan,24,0,0.0,❌ Tidak ada data
3483,2025-07-28,WAFM,Andi Jemma,Andi Jemma,24,0,0.0,❌ Tidak ada data
3484,2025-07-28,WAFN,Andi Jemma,Seko,24,0,0.0,❌ Tidak ada data
3485,2025-07-28,WAFO,Mutiara Sis-Al Jufri,Morowali,24,0,0.0,❌ Tidak ada data
3486,2025-07-28,WAFP,Kasiguncu,Kasiguncu,24,0,0.0,❌ Tidak ada data
3487,2025-07-28,WAFU,Syukuran Aminuddin Amir,Tanjung Api,24,0,0.0,❌ Tidak ada data
3488,2025-07-28,WAFW,Syukuran Aminuddin Amir,Syukuran Aminuddin Amir,24,1,2.08,⚠️ Kurang dari 50%
3489,2025-07-28,WAFY,Mutiara Sis-Al Jufri,Pogogul,24,0,0.0,❌ Tidak ada data
3490,2025-07-28,WAFZ,Djalaluddin,Panua Pohuwato,24,0,0.0,❌ Tidak ada data
3491,2025-07-28,WAGA,Tjilik Riwut,Kuala Kurun,24,0,0.0,❌ Tidak ada data
3492,2025-07-28,WAGB,Beringin,Hajji Muhammad Sidik,24,0,0.0,❌ Tidak ada data
3493,2025-07-28,WAGF,H. Asan,Kuala Pembuang,24,0,0.0,❌ Tidak ada data
3494,2025-07-28,WAGG,Tjilik Riwut,Tjilik Riwut,24,0,0.0,❌ Tidak ada data
3495,2025-07-28,WAGI,Iskandar,Iskandar,24,0,0.0,❌ Tidak ada data
3496,2025-07-28,WAGM,Sanggu,Sanggu,24,0,0.0,❌ Tidak ada data
3497,2025-07-28,WAGP,Beringin,Purukcahu,24,0,0.0,❌ Tidak ada data
3498,2025-07-28,WAGS,H. Asan,H. Asan,24,0,0.0,❌ Tidak ada data
3499,2025-07-28,WAHH,Lanud Adisutjipto,Adisutjipto,24,0,0.0,❌ Tidak ada data
3500,2025-07-28,WAHI,Yogyakarta,Yogyakarta,24,0,0.0,❌ Tidak ada data
3501,2025-07-28,WAHL,Tunggul Wulung,Tunggul Wulung,24,0,0.0,❌ Tidak ada data
3502,2025-07-28,WAHQ,Lanud Adi Soemarmo,Adi Soemarmo,24,0,0.0,❌ Tidak ada data
